accuracy,n_correct,n_total,f1,sensitivity,specificity,auc,tp,tn,fp,fn,proba_min,proba_max,proba_mean,proba_std,seed,total_time_s
0.75,18,24,0.8,1.0,0.5,0.7986111111111112,12,6,6,0,0.2091769427061081,0.8431282639503479,0.5870697734256586,0.1687874883949102,42,139.36641669273376
0.7916666666666666,19,24,0.8148148148148148,0.9166666666666666,0.6666666666666666,0.8194444444444444,11,8,4,1,0.16497240960597992,0.8369864225387573,0.5551749107738336,0.1745861493323165,1042,131.92466378211975
0.75,18,24,0.8,1.0,0.5,0.9027777777777777,12,6,6,0,0.1489841789007187,0.8387925624847412,0.5835323315113783,0.18050428924896825,2042,126.9727189540863
0.7916666666666666,19,24,0.8,0.8333333333333334,0.75,0.8055555555555556,10,9,3,2,0.13078100979328156,0.7793708443641663,0.5191339092950026,0.1814785285671331,3042,148.23645997047424
0.7916666666666666,19,24,0.8148148148148148,0.9166666666666666,0.6666666666666666,0.8819444444444444,11,8,4,1,0.15194208920001984,0.8104102611541748,0.5444009633113941,0.17199025961454195,4042,139.35336422920227
